Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG3M,FG3A,FTM,FTA,REB,AST,TOV,STL,BLK,PTS,PLUS_MINUS,PLAYER_NAME,PLAYER_ID
0022300518,2024-01-10,SAC @ CHA,W,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,Kevin Huerter,1628989
0022300552,2024-01-14,SAC @ MIL,L,39,10,14,6,9,0,0,10,3,1,1,0,26,4,Kevin Huerter,1628989
0022300567,2024-01-16,SAC @ PHX,L,26,4,9,2,6,0,0,3,2,0,2,1,10,-1,Kevin Huerter,1628989
0022300583,2024-01-18,SAC vs. IND,L,39,11,17,7,12,2,2,2,4,2,1,1,31,-3,Kevin Huerter,1628989
0022300613,2024-01-22,SAC vs. ATL,W,26,3,6,2,5,0,0,2,3,1,0,1,8,-3,Kevin Huerter,1628989
0022300632,2024-01-25,SAC @ GSW,W,33,4,10,3,8,1,3,10,4,2,3,0,12,8,Kevin Huerter,1628989
0022300651,2024-01-27,SAC @ DAL,W,30,7,11,4,8,0,0,4,5,0,0,2,18,4,Kevin Huerter,1628989
0022300663,2024-01-29,SAC @ MEM,W,37,7,15,3,8,0,0,4,3,1,2,1,17,11,Kevin Huerter,1628989
0022300678,2024-01-31,SAC @ MIA,L,39,6,12,2,6,0,0,3,4,1,1,0,14,-1,Kevin Huerter,1628989
0022300691,2024-02-02,SAC @ IND,W,30,5,10,3,6,2,3,5,6,4,0,0,15,5,Kevin Huerter,1628989
0022300700,2024-02-03,SAC @ CHI,W,21,3,9,1,5,2,2,2,2,2,1,0,9,2,Kevin Huerter,1628989
0022300714,2024-02-05,SAC @ CLE,L,31,4,9,2,5,0,0,3,4,1,1,0,10,-13,Kevin Huerter,1628989
0022300732,2024-02-07,SAC vs. DET,L,34,6,11,4,9,0,0,1,1,0,1,1,16,-10,Kevin Huerter,1628989
0022300746,2024-02-09,SAC vs. DEN,W,21,4,6,2,4,2,2,2,0,2,0,0,12,15,Kevin Huerter,1628989
0022300760,2024-02-11,SAC @ OKC,L,17,2,7,0,3,0,0,2,1,2,0,0,4,-20,Kevin Huerter,1628989
0022300774,2024-02-13,SAC @ PHX,L,24,4,6,2,3,0,0,3,1,1,1,1,10,-8,Kevin Huerter,1628989
0022300786,2024-02-14,SAC @ DEN,W,26,3,7,2,6,0,0,5,2,0,1,2,8,3,Kevin Huerter,1628989
0022300803,2024-02-22,SAC vs. SAS,W,31,8,14,5,8,0,0,4,5,1,0,0,21,15,Kevin Huerter,1628989
0022300827,2024-02-25,SAC @ LAC,W,25,6,10,3,6,0,0,3,2,1,0,0,15,8,Kevin Huerter,1628989
0022300831,2024-02-26,SAC vs. MIA,L,38,5,15,2,9,2,2,5,2,1,0,0,14,-1,Kevin Huerter,1628989
0022300847,2024-02-28,SAC @ DEN,L,18,2,5,0,2,0,2,1,2,3,0,0,4,-20,Kevin Huerter,1628989
0022300862,2024-03-01,SAC @ MIN,W,33,3,12,2,7,0,0,6,4,1,0,0,8,2,Kevin Huerter,1628989
0022300883,2024-03-04,SAC vs. CHI,L,23,5,9,2,3,0,0,3,2,2,1,0,12,2,Kevin Huerter,1628989
0022300901,2024-03-06,SAC @ LAL,W,12,1,3,0,2,0,0,1,3,0,1,0,2,-5,Kevin Huerter,1628989
0022300908,2024-03-07,SAC vs. SAS,W,16,0,5,0,3,0,0,2,2,1,1,1,0,-10,Kevin Huerter,1628989
0022300929,2024-03-10,SAC vs. HOU,L,25,3,7,0,3,0,0,3,3,1,2,1,6,7,Kevin Huerter,1628989
0022300945,2024-03-12,SAC vs. MIL,W,25,4,10,3,8,0,0,5,3,1,2,0,11,23,Kevin Huerter,1628989
0022300975,2024-03-16,SAC vs. NYK,L,16,0,3,0,2,0,0,1,2,0,1,0,0,-1,Kevin Huerter,1628989
0022300989,2024-03-18,SAC vs. MEM,W,2,0,0,0,0,0,0,1,1,1,1,0,0,2,Kevin Huerter,1628989
0022300068,2023-10-25,MIA vs. DET,W,28,4,9,3,6,2,2,10,2,1,0,0,13,5,Kevin Love,201567
0022300080,2023-10-27,MIA @ BOS,L,21,3,7,2,4,1,2,9,2,0,1,0,9,13,Kevin Love,201567
0022300107,2023-10-30,MIA @ MIL,L,18,1,6,1,5,0,0,5,3,2,0,0,3,-10,Kevin Love,201567
0022300175,2023-11-11,MIA @ ATL,W,14,2,4,1,3,2,2,4,2,1,0,0,7,10,Kevin Love,201567
0022300184,2023-11-12,MIA @ SAS,W,14,3,8,2,7,4,4,2,0,0,0,0,12,-6,Kevin Love,201567
0022300017,2023-11-14,MIA @ CHA,W,14,0,5,0,5,3,4,3,1,0,0,0,3,2,Kevin Love,201567
0022300200,2023-11-16,MIA vs. BKN,W,16,2,4,1,3,2,2,9,4,0,0,0,7,16,Kevin Love,201567
0022300204,2023-11-18,MIA @ CHI,L,12,2,7,1,6,0,2,6,2,0,0,0,5,-4,Kevin Love,201567
0022300220,2023-11-20,MIA @ CHI,W,15,4,6,3,5,0,0,8,1,1,0,0,11,17,Kevin Love,201567
0022300045,2023-11-24,MIA @ NYK,L,18,2,7,1,6,2,2,6,1,2,0,0,7,-1,Kevin Love,201567
0022300240,2023-11-25,MIA @ BKN,L,17,3,4,0,0,2,2,10,2,1,0,0,8,9,Kevin Love,201567
0022300056,2023-11-28,MIA vs. MIL,L,26,2,11,2,5,0,0,10,4,0,0,0,6,-4,Kevin Love,201567
0022300267,2023-11-30,MIA vs. IND,W,17,1,1,0,0,3,4,8,6,0,1,0,5,10,Kevin Love,201567
0022300284,2023-12-02,MIA vs. IND,L,19,4,6,3,5,3,3,1,5,0,0,0,14,-9,Kevin Love,201567
0022301207,2023-12-06,MIA @ TOR,W,15,2,5,1,4,3,3,2,4,0,0,0,8,-18,Kevin Love,201567
0022301220,2023-12-08,MIA vs. CLE,L,28,5,9,4,8,0,0,12,3,1,1,1,14,6,Kevin Love,201567
0022300292,2023-12-11,MIA @ CHA,W,21,7,11,4,8,1,1,6,1,0,1,0,19,8,Kevin Love,201567
0022300312,2023-12-13,MIA vs. CHA,W,20,1,9,0,6,1,2,8,1,2,2,1,3,10,Kevin Love,201567
0022300320,2023-12-14,MIA vs. CHI,L,22,5,12,3,8,3,4,9,4,2,1,0,16,5,Kevin Love,201567
0022300337,2023-12-16,MIA vs. CHI,W,26,8,12,6,10,0,0,7,1,1,1,0,22,19,Kevin Love,201567
0022300353,2023-12-18,MIA vs. MIN,L,24,3,7,3,7,0,0,10,4,0,1,0,9,1,Kevin Love,201567
0022300384,2023-12-22,MIA vs. ATL,W,10,1,4,1,4,3,4,0,1,0,0,0,6,-1,Kevin Love,201567
0022300404,2023-12-25,MIA vs. PHI,W,16,2,3,1,2,3,4,10,5,1,0,0,8,8,Kevin Love,201567
0022300426,2023-12-28,MIA @ GSW,W,13,2,5,1,3,3,3,7,4,1,0,0,8,2,Kevin Love,201567
0022300439,2023-12-30,MIA @ UTA,L,20,4,11,2,8,2,4,6,2,1,0,0,12,-7,Kevin Love,201567
0022300458,2024-01-01,MIA @ LAC,L,23,7,11,1,5,2,2,4,3,1,0,2,17,5,Kevin Love,201567
0022300475,2024-01-03,MIA @ LAL,W,28,4,7,0,1,2,6,14,3,0,1,1,10,11,Kevin Love,201567
0022300489,2024-01-05,MIA @ PHX,L,20,6,9,3,6,5,6,7,2,2,0,0,20,-3,Kevin Love,201567
0022300509,2024-01-08,MIA vs. HOU,W,23,4,7,1,3,6,7,7,4,1,1,0,15,5,Kevin Love,201567
0022300522,2024-01-10,MIA vs. OKC,L,20,3,6,0,2,6,6,5,2,1,0,0,12,-14,Kevin Love,201567
0022300535,2024-01-12,MIA vs. ORL,W,16,2,6,1,4,0,1,3,1,1,1,0,5,-3,Kevin Love,201567
0022300587,2024-01-19,MIA vs. ATL,L,12,0,5,0,3,0,0,5,1,3,1,0,0,-11,Kevin Love,201567
0022300601,2024-01-21,MIA @ ORL,L,14,3,6,2,5,1,2,6,0,1,0,0,9,-3,Kevin Love,201567
0022300621,2024-01-24,MIA vs. MEM,L,5,0,3,0,2,0,0,1,0,0,0,0,0,-7,Kevin Love,201567
0022300643,2024-01-27,MIA @ NYK,L,14,1,2,0,1,0,0,2,2,0,0,0,2,-3,Kevin Love,201567
0022300661,2024-01-29,MIA vs. PHX,L,13,0,4,0,4,4,4,2,0,1,0,1,4,-16,Kevin Love,201567
0022300678,2024-01-31,MIA vs. SAC,W,14,2,4,2,3,2,2,3,3,0,0,0,8,10,Kevin Love,201567
0022300689,2024-02-02,MIA @ WAS,W,15,4,5,2,3,3,4,10,2,1,0,0,13,16,Kevin Love,201567
0022300708,2024-02-04,MIA vs. LAC,L,15,2,4,2,4,0,0,7,3,2,0,0,6,-2,Kevin Love,201567
0022300721,2024-02-06,MIA vs. ORL,W,15,3,9,1,7,0,0,4,4,1,0,0,7,-8,Kevin Love,201567
0022300730,2024-02-07,MIA vs. SAS,W,17,2,7,2,6,0,0,6,0,1,1,1,6,0,Kevin Love,201567
0022300759,2024-02-11,MIA vs. BOS,L,15,2,6,1,4,0,0,7,2,1,0,0,5,-10,Kevin Love,201567
0022300773,2024-02-13,MIA @ MIL,W,23,6,8,5,7,2,4,8,3,1,2,0,19,13,Kevin Love,201567
0022300779,2024-02-14,MIA @ PHI,W,12,1,2,0,1,0,0,6,1,0,0,0,2,3,Kevin Love,201567
0022300810,2024-02-23,MIA @ NOP,W,17,1,6,1,5,0,0,8,1,0,0,1,3,3,Kevin Love,201567
0022300831,2024-02-26,MIA @ SAC,W,15,6,9,2,3,5,6,7,1,1,0,0,19,10,Kevin Love,201567
0022300842,2024-02-27,MIA @ POR,W,14,3,6,2,5,0,0,2,2,2,0,1,8,6,Kevin Love,201567
0022301096,2024-04-02,MIA vs. NYK,W,16,2,8,2,7,2,2,3,3,1,0,1,8,-3,Kevin Love,201567
0022301111,2024-04-04,MIA vs. PHI,L,19,5,10,1,6,0,0,16,4,2,0,0,11,25,Kevin Love,201567
0022301120,2024-04-05,MIA @ HOU,W,15,3,5,0,1,0,0,5,0,1,1,0,6,2,Kevin Love,201567
0022301133,2024-04-07,MIA @ IND,L,7,1,4,0,1,0,0,0,1,2,0,0,2,-7,Kevin Love,201567
0022301147,2024-04-09,MIA @ ATL,W,6,1,4,1,3,0,0,3,0,2,0,0,3,-2,Kevin Love,201567
0022301161,2024-04-10,MIA vs. DAL,L,18,6,9,4,5,0,0,11,0,2,0,0,16,-1,Kevin Love,201567
0022301176,2024-04-12,MIA vs. TOR,W,18,5,13,2,8,2,2,8,2,0,1,0,14,13,Kevin Love,201567
0022301189,2024-04-14,MIA vs. TOR,W,3,0,1,0,1,0,0,0,0,0,0,0,0,-1,Kevin Love,201567
0022300585,2024-01-19,ORL vs. PHI,L,3,0,0,0,0,0,0,1,0,1,0,0,0,0,Kevon Harris,1630284
0022300778,2024-02-14,ORL vs. NYK,W,3,2,3,0,0,0,0,1,1,0,0,0,4,0,Kevon Harris,1630284
0022300062,2023-10-24,GSW vs. PHX,L,28,3,6,0,0,1,1,11,1,2,0,0,7,-11,Kevon Looney,1626172
0022300087,2023-10-27,GSW @ SAC,W,28,4,6,0,0,0,0,12,6,1,3,1,8,4,Kevon Looney,1626172
0022300096,2023-10-29,GSW @ HOU,W,27,2,3,0,0,1,2,11,1,1,1,1,5,5,Kevon Looney,1626172
0022300108,2023-10-30,GSW @ NOP,W,25,3,5,0,0,2,2,7,1,1,1,0,8,19,Kevon Looney,1626172
0022300126,2023-11-01,GSW vs. SAC,W,23,3,4,0,0,0,0,9,6,0,1,0,6,0,Kevon Looney,1626172
0022300005,2023-11-03,GSW @ OKC,W,11,1,2,0,0,2,2,3,4,2,1,1,4,-5,Kevon Looney,1626172
0022300142,2023-11-05,GSW @ CLE,L,15,1,2,0,0,0,0,11,5,0,0,0,2,-6,Kevon Looney,1626172
0022300145,2023-11-06,GSW @ DET,W,25,5,6,0,0,0,0,6,1,2,0,2,10,5,Kevon Looney,1626172
0022300169,2023-11-08,GSW @ DEN,L,30,4,4,0,0,2,3,8,4,2,1,0,10,-6,Kevon Looney,1626172
0022300176,2023-11-11,GSW vs. CLE,L,24,1,2,0,0,0,0,13,2,1,0,0,2,-3,Kevon Looney,1626172
0022300186,2023-11-12,GSW vs. MIN,L,19,1,3,0,0,0,0,6,0,0,1,0,2,-12,Kevon Looney,1626172
0022300025,2023-11-14,GSW vs. MIN,L,32,1,4,0,0,0,0,12,3,0,1,0,2,2,Kevon Looney,1626172
0022300201,2023-11-16,GSW vs. OKC,L,19,6,9,0,0,1,2,11,1,1,1,0,13,-17,Kevon Looney,1626172
0022300207,2023-11-18,GSW vs. OKC,L,35,3,6,0,0,0,0,16,5,1,0,1,6,-1,Kevon Looney,1626172
0022300224,2023-11-20,GSW vs. HOU,W,22,2,4,0,0,3,4,5,3,0,0,0,7,2,Kevon Looney,1626172
0022300236,2023-11-22,GSW @ PHX,L,17,3,5,0,0,0,0,6,2,2,1,0,6,-5,Kevon Looney,1626172
0022300051,2023-11-24,GSW vs. SAS,W,24,2,3,0,0,2,3,8,4,2,2,0,6,-3,Kevon Looney,1626172
0022300060,2023-11-28,GSW @ SAC,L,29,0,1,0,0,2,4,5,2,0,1,0,2,5,Kevon Looney,1626172
0022300273,2023-11-30,GSW vs. LAC,W,13,0,4,0,0,2,2,5,2,0,0,0,2,-6,Kevon Looney,1626172
0022300280,2023-12-02,GSW @ LAC,L,18,3,3,0,0,1,2,8,3,1,0,1,7,3,Kevon Looney,1626172
0022301214,2023-12-06,GSW vs. POR,W,16,2,6,0,0,2,2,8,0,0,1,0,6,-7,Kevon Looney,1626172
0022301222,2023-12-08,GSW @ OKC,L,16,2,2,0,0,1,3,4,2,2,0,0,5,3,Kevon Looney,1626172
0022300308,2023-12-12,GSW @ PHX,L,11,0,0,0,0,0,0,5,2,0,1,0,0,-13,Kevon Looney,1626172
0022300325,2023-12-14,GSW @ LAC,L,26,4,7,0,0,0,0,7,5,1,1,0,8,0,Kevon Looney,1626172
0022300339,2023-12-16,GSW vs. BKN,W,27,2,5,0,0,0,0,7,3,0,1,0,4,6,Kevon Looney,1626172
0022300348,2023-12-17,GSW @ POR,W,15,2,5,0,0,0,0,4,2,0,1,1,4,-2,Kevon Looney,1626172
0022300362,2023-12-19,GSW vs. BOS,W,14,1,2,0,0,1,1,6,2,1,0,0,3,-19,Kevon Looney,1626172
0022300386,2023-12-22,GSW vs. WAS,W,11,2,3,0,0,1,1,5,0,0,0,0,5,1,Kevon Looney,1626172
0022300399,2023-12-23,GSW vs. POR,W,22,2,3,0,0,2,2,11,7,3,0,0,6,15,Kevon Looney,1626172
0022300402,2023-12-25,GSW @ DEN,L,22,2,3,0,0,0,0,3,2,1,0,0,4,-9,Kevon Looney,1626172
0022300426,2023-12-28,GSW vs. MIA,L,14,2,2,0,0,1,3,5,0,0,0,1,5,-9,Kevon Looney,1626172
0022300444,2023-12-30,GSW vs. DAL,L,11,2,2,0,0,1,2,3,1,0,0,0,5,-7,Kevon Looney,1626172
0022300463,2024-01-02,GSW vs. ORL,W,17,1,2,0,0,3,4,5,2,0,0,0,5,10,Kevon Looney,1626172
0022300478,2024-01-04,GSW vs. DEN,L,22,3,4,0,0,1,1,4,3,0,0,0,7,-2,Kevon Looney,1626172
0022300490,2024-01-05,GSW vs. DET,W,12,1,1,0,0,2,2,4,1,0,0,0,4,6,Kevon Looney,1626172
0022300504,2024-01-07,GSW vs. TOR,L,17,4,6,0,0,2,2,7,2,1,0,0,10,-7,Kevon Looney,1626172
0022300525,2024-01-10,GSW vs. NOP,L,19,3,3,0,0,1,2,7,0,0,0,1,7,-3,Kevon Looney,1626172
0022300536,2024-01-12,GSW @ CHI,W,27,4,4,0,0,1,2,5,1,0,0,1,9,-7,Kevon Looney,1626172
0022300545,2024-01-13,GSW @ MIL,L,18,3,6,0,0,0,0,6,3,0,0,1,6,7,Kevon Looney,1626172
0022300560,2024-01-15,GSW @ MEM,L,18,4,4,0,0,0,0,5,2,1,1,0,8,-1,Kevon Looney,1626172
0022300626,2024-01-24,GSW vs. ATL,W,10,1,2,0,0,0,0,7,1,1,1,1,2,-3,Kevon Looney,1626172
0022300632,2024-01-25,GSW vs. SAC,L,16,2,2,0,0,0,0,3,2,1,0,1,4,-15,Kevon Looney,1626172
0022300650,2024-01-27,GSW vs. LAL,L,5,0,2,0,1,0,0,1,1,2,0,0,0,-14,Kevon Looney,1626172
0022300673,2024-01-30,GSW vs. PHI,W,8,0,1,0,0,0,0,3,1,0,0,1,0,-5,Kevon Looney,1626172
0022300693,2024-02-02,GSW @ MEM,W,11,4,4,0,0,1,3,1,1,3,1,0,9,8,Kevon Looney,1626172
0022300699,2024-02-03,GSW @ ATL,L,15,0,0,0,0,0,0,10,1,1,0,0,0,3,Kevon Looney,1626172
0022300717,2024-02-05,GSW @ BKN,W,13,1,2,0,0,0,0,5,3,0,0,1,2,3,Kevon Looney,1626172
0022300727,2024-02-07,GSW @ PHI,W,17,4,8,0,0,1,1,9,2,0,0,2,9,15,Kevon Looney,1626172
0022300733,2024-02-08,GSW @ IND,W,5,1,1,0,0,0,0,1,0,1,0,0,2,-8,Kevon Looney,1626172
0022300757,2024-02-10,GSW vs. PHX,W,5,1,1,0,0,1,2,4,0,1,0,0,3,1,Kevon Looney,1626172
0022300769,2024-02-12,GSW @ UTA,W,11,0,2,0,0,0,0,4,2,0,0,0,0,6,Kevon Looney,1626172
0022300789,2024-02-14,GSW vs. LAC,L,11,1,1,0,0,2,2,2,1,0,0,0,4,7,Kevon Looney,1626172
0022300576,2024-02-15,GSW @ UTA,W,11,0,1,0,0,0,0,2,3,0,0,1,0,8,Kevon Looney,1626172
0022300802,2024-02-22,GSW vs. LAL,W,8,1,1,0,0,0,0,5,1,1,0,0,2,1,Kevon Looney,1626172
0022300811,2024-02-23,GSW vs. CHA,W,10,1,3,0,0,0,0,3,0,1,0,0,2,6,Kevon Looney,1626172
0022300824,2024-02-25,GSW vs. DEN,L,10,0,1,0,0,0,0,3,2,0,0,0,0,3,Kevon Looney,1626172
0022300834,2024-02-27,GSW @ WAS,W,10,1,2,0,0,0,0,5,1,0,0,2,2,20,Kevon Looney,1626172
0022300852,2024-02-29,GSW @ NYK,W,10,2,2,0,0,0,0,2,1,1,0,0,4,-5,Kevon Looney,1626172
0022300860,2024-03-01,GSW @ TOR,W,10,0,1,0,0,0,2,4,2,1,1,1,0,2,Kevon Looney,1626172
0022300872,2024-03-03,GSW @ BOS,L,11,0,4,0,0,3,4,2,1,1,0,0,3,-10,Kevon Looney,1626172
0022300899,2024-03-06,GSW vs. MIL,W,6,2,2,0,0,0,0,1,1,0,0,0,4,6,Kevon Looney,1626172
0022300952,2024-03-13,GSW @ DAL,L,17,2,2,0,0,0,1,2,0,0,0,0,4,6,Kevon Looney,1626172
0022301001,2024-03-20,GSW vs. MEM,W,6,1,2,0,0,0,0,1,1,1,0,0,2,-4,Kevon Looney,1626172
0022301044,2024-03-26,GSW @ MIA,W,19,3,5,0,0,1,2,6,1,0,0,0,7,7,Kevon Looney,1626172
0022301049,2024-03-27,GSW @ ORL,W,15,2,2,0,0,0,0,7,0,0,0,1,4,3,Kevon Looney,1626172
0022301062,2024-03-29,GSW @ CHA,W,10,3,4,0,0,2,2,7,1,1,0,0,8,8,Kevon Looney,1626172
0022301085,2024-03-31,GSW @ SAS,W,9,1,1,0,0,2,2,2,1,0,0,0,4,-4,Kevon Looney,1626172
0022300589,2024-04-02,GSW vs. DAL,W,10,0,0,0,0,0,0,4,1,1,0,0,0,-1,Kevon Looney,1626172
0022301113,2024-04-04,GSW @ HOU,W,9,0,3,0,0,2,2,4,2,1,1,0,2,-1,Kevon Looney,1626172
0022301097,2024-04-05,GSW @ DAL,L,10,1,3,0,0,0,2,7,0,0,0,0,2,13,Kevon Looney,1626172
0022301142,2024-04-07,GSW vs. UTA,W,13,2,3,0,0,0,0,3,1,0,1,0,4,23,Kevon Looney,1626172
0022301169,2024-04-11,GSW @ POR,W,21,4,6,0,0,1,2,11,0,2,2,4,9,19,Kevon Looney,1626172
0022301182,2024-04-12,GSW vs. NOP,L,8,2,3,0,0,2,2,2,0,0,0,1,6,-3,Kevon Looney,1626172
0022301198,2024-04-14,GSW vs. UTA,W,15,2,4,0,0,0,0,2,2,0,0,1,4,11,Kevon Looney,1626172
0022300072,2023-10-25,UTA vs. SAC,L,19,3,5,1,3,1,1,2,2,1,0,0,8,-9,Keyonte George,1641718
0022300085,2023-10-27,UTA vs. LAC,W,12,3,5,2,3,0,0,3,2,1,0,0,8,-3,Keyonte George,1641718
0022300094,2023-10-28,UTA @ PHX,L,27,4,12,2,8,2,2,7,6,2,1,0,12,-8,Keyonte George,1641718
0022300110,2023-10-30,UTA @ DEN,L,20,1,6,1,4,0,0,1,2,0,1,0,3,-12,Keyonte George,1641718
0022300125,2023-11-01,UTA vs. MEM,W,23,4,8,1,4,0,0,1,3,3,1,1,9,10,Keyonte George,1641718
0022300130,2023-11-02,UTA vs. ORL,L,17,1,2,1,1,3,5,2,3,2,0,0,6,-5,Keyonte George,1641718
0022300138,2023-11-04,UTA @ MIN,L,27,3,6,1,4,1,2,0,4,3,0,0,8,-15,Keyonte George,1641718
0022300152,2023-11-06,UTA @ CHI,L,21,2,5,1,3,0,0,2,4,2,0,0,5,-15,Keyonte George,1641718
0022300158,2023-11-08,UTA @ IND,L,31,3,8,1,3,0,0,2,9,1,0,0,7,-11,Keyonte George,1641718
0022300012,2023-11-10,UTA @ MEM,W,30,2,12,1,6,2,2,3,11,2,0,1,7,1,Keyonte George,1641718
0022300023,2023-11-14,UTA vs. POR,W,26,4,9,2,7,5,5,4,7,2,1,0,15,8,Keyonte George,1641718
0022300035,2023-11-17,UTA vs. PHX,L,29,5,11,3,6,2,3,3,6,3,1,0,15,2,Keyonte George,1641718
0022300214,2023-11-19,UTA vs. PHX,L,34,2,12,0,5,3,4,5,11,5,1,0,7,-9,Keyonte George,1641718
0022300042,2023-11-21,UTA @ LAL,L,21,3,11,1,5,2,2,3,2,2,1,0,9,-21,Keyonte George,1641718
0022300237,2023-11-22,UTA @ POR,L,34,3,9,3,6,7,7,3,7,0,1,0,16,-1,Keyonte George,1641718
0022300243,2023-11-25,UTA vs. NOP,W,27,4,13,4,9,3,5,6,5,5,0,0,15,-2,Keyonte George,1641718
0022300256,2023-11-27,UTA vs. NOP,W,31,6,14,3,8,4,6,5,3,2,2,0,19,-1,Keyonte George,1641718
0022300261,2023-11-29,UTA @ MEM,L,24,2,6,2,4,2,2,3,2,2,0,0,8,-7,Keyonte George,1641718
0022300270,2023-11-30,UTA @ MIN,L,33,4,19,1,6,3,3,4,4,2,0,0,12,-11,Keyonte George,1641718
0022300289,2023-12-02,UTA vs. POR,W,36,7,17,1,8,6,10,6,6,4,0,0,21,1,Keyonte George,1641718
0022301213,2023-12-06,UTA @ DAL,L,32,2,11,0,4,3,4,4,11,5,0,1,7,-48,Keyonte George,1641718
0022301225,2023-12-08,UTA vs. LAC,L,28,5,11,2,5,3,5,0,3,1,1,0,15,-25,Keyonte George,1641718
0022300302,2023-12-11,UTA @ OKC,L,33,10,17,5,9,5,5,3,7,3,1,0,30,5,Keyonte George,1641718
0022300318,2023-12-13,UTA vs. NYK,W,4,0,1,0,1,0,0,0,0,2,0,0,0,0,Keyonte George,1641718
0022300412,2023-12-26,UTA @ SAS,W,24,4,11,2,5,0,1,0,4,2,1,0,10,8,Keyonte George,1641718
0022300424,2023-12-28,UTA @ NOP,L,22,1,7,1,5,1,2,3,5,2,0,0,4,-13,Keyonte George,1641718
0022300439,2023-12-30,UTA vs. MIA,W,28,6,10,5,8,4,5,6,2,2,0,0,21,14,Keyonte George,1641718
0022300457,2024-01-01,UTA vs. DAL,W,29,3,8,2,6,6,6,3,3,0,0,0,14,38,Keyonte George,1641718
0022300474,2024-01-03,UTA vs. DET,W,23,2,9,1,4,0,0,2,2,1,1,0,5,4,Keyonte George,1641718
0022300479,2024-01-05,UTA @ BOS,L,20,4,10,2,7,2,2,4,1,1,0,0,12,-16,Keyonte George,1641718
0022300495,2024-01-06,UTA @ PHI,W,16,2,4,0,2,2,2,2,3,2,0,0,6,5,Keyonte George,1641718
0022300510,2024-01-08,UTA @ MIL,W,22,7,13,4,9,1,1,6,4,2,0,0,19,7,Keyonte George,1641718
0022300524,2024-01-10,UTA vs. DEN,W,22,2,7,1,4,1,2,1,3,1,1,0,6,7,Keyonte George,1641718
0022300540,2024-01-12,UTA vs. TOR,W,24,3,10,0,5,3,3,3,6,3,0,0,9,12,Keyonte George,1641718
0022300549,2024-01-13,UTA vs. LAL,W,27,5,11,3,9,6,6,3,3,1,1,0,19,-6,Keyonte George,1641718
0022300564,2024-01-15,UTA vs. IND,W,24,6,11,3,7,4,5,0,5,2,1,0,19,13,Keyonte George,1641718
0022300581,2024-01-18,UTA vs. OKC,L,14,1,5,1,2,0,0,1,2,2,0,0,3,-9,Keyonte George,1641718
0022300598,2024-01-20,UTA @ HOU,L,10,1,3,1,2,0,0,1,2,3,0,0,3,-13,Keyonte George,1641718
0022300616,2024-01-23,UTA @ NOP,L,25,1,8,1,4,9,10,1,5,0,1,0,12,-18,Keyonte George,1641718
0022300628,2024-01-25,UTA @ WAS,W,31,1,6,0,2,3,4,4,7,3,0,0,5,13,Keyonte George,1641718
0022300647,2024-01-27,UTA @ CHA,W,13,2,5,1,4,5,5,0,1,1,0,0,10,-7,Keyonte George,1641718
0022300660,2024-01-29,UTA @ BKN,L,27,6,11,3,7,6,7,4,3,1,0,0,21,-26,Keyonte George,1641718
0022300671,2024-01-30,UTA @ NYK,L,23,6,12,1,5,2,2,2,1,2,0,0,15,-6,Keyonte George,1641718
0022300686,2024-02-01,UTA vs. PHI,L,21,5,9,1,4,0,0,3,3,2,0,0,11,-1,Keyonte George,1641718
0022300711,2024-02-04,UTA vs. MIL,W,25,7,13,5,9,0,0,10,2,3,0,0,19,16,Keyonte George,1641718
0022300724,2024-02-06,UTA vs. OKC,W,27,6,11,4,6,0,0,2,5,1,1,1,16,6,Keyonte George,1641718
0022300739,2024-02-08,UTA @ PHX,L,30,4,11,0,5,3,4,0,6,1,1,0,11,-1,Keyonte George,1641718
0022300769,2024-02-12,UTA vs. GSW,L,29,2,10,1,6,0,0,1,4,2,0,0,5,-32,Keyonte George,1641718
0022300788,2024-02-14,UTA vs. LAL,L,33,5,9,3,5,0,0,5,7,2,2,0,13,-5,Keyonte George,1641718
0022300576,2024-02-15,UTA vs. GSW,L,41,11,22,9,16,2,3,2,6,2,3,0,33,7,Keyonte George,1641718
0022300801,2024-02-22,UTA vs. CHA,L,31,7,14,2,8,0,0,3,5,5,0,0,16,7,Keyonte George,1641718
0022300825,2024-02-25,UTA vs. SAS,W,30,3,13,1,4,0,0,3,6,3,1,1,7,11,Keyonte George,1641718
0022300835,2024-02-27,UTA @ ATL,L,34,5,15,4,9,0,0,1,6,2,0,0,14,-14,Keyonte George,1641718
0022300850,2024-02-29,UTA @ ORL,L,31,5,12,2,4,7,7,3,9,2,1,0,19,-4,Keyonte George,1641718
0022300867,2024-03-02,UTA @ MIA,L,43,12,23,6,14,1,2,4,4,5,0,0,31,-8,Keyonte George,1641718
0022300882,2024-03-04,UTA vs. WAS,W,6,0,2,0,0,0,0,1,1,1,0,0,0,-6,Keyonte George,1641718
0022300922,2024-03-09,UTA @ DEN,L,38,10,17,5,8,4,5,5,6,4,0,0,29,-2,Keyonte George,1641718
0022300943,2024-03-12,UTA vs. BOS,L,35,9,17,5,10,3,4,1,6,3,0,2,26,-26,Keyonte George,1641718
0022300966,2024-03-15,UTA vs. ATL,W,35,8,19,1,7,8,8,4,5,2,2,0,25,0,Keyonte George,1641718
