Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG3M,FG3A,FTM,FTA,REB,AST,TOV,STL,BLK,PTS,PLUS_MINUS,PLAYER_NAME,PLAYER_ID
0022300277,2023-12-01,DAL vs. MEM,L,4,0,1,0,1,1,2,1,0,0,0,0,1,4,A.J. Lawson,1630639
0022300287,2023-12-02,DAL vs. OKC,L,19,4,10,3,7,1,2,0,2,0,0,1,12,9,A.J. Lawson,1630639
0022301213,2023-12-06,DAL vs. UTA,W,7,2,2,0,0,0,0,1,0,0,0,0,4,7,A.J. Lawson,1630639
0022301226,2023-12-08,DAL @ POR,W,7,1,3,0,2,0,0,1,0,0,0,0,2,-4,A.J. Lawson,1630639
0022300299,2023-12-11,DAL @ MEM,W,14,2,7,0,4,0,0,1,1,1,0,0,4,1,A.J. Lawson,1630639
0022300306,2023-12-12,DAL vs. LAL,W,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,A.J. Lawson,1630639
0022300321,2023-12-14,DAL vs. MIN,L,2,1,1,0,0,0,0,0,0,0,0,0,2,1,A.J. Lawson,1630639
0022300341,2023-12-16,DAL @ POR,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A.J. Lawson,1630639
0022300356,2023-12-18,DAL @ DEN,L,15,2,4,1,2,1,2,2,0,1,0,0,6,-9,A.J. Lawson,1630639
0022300372,2023-12-20,DAL vs. LAC,L,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A.J. Lawson,1630639
0022300385,2023-12-22,DAL @ HOU,L,23,3,4,0,1,2,2,2,1,3,4,0,8,2,A.J. Lawson,1630639
0022300398,2023-12-23,DAL vs. SAS,W,31,7,10,3,4,0,0,7,3,1,2,0,17,16,A.J. Lawson,1630639
0022300405,2023-12-25,DAL @ PHX,W,5,0,2,0,2,0,0,1,0,0,0,0,0,-1,A.J. Lawson,1630639
0022300472,2024-01-03,DAL vs. POR,W,8,1,4,1,1,0,0,0,0,0,1,0,3,-3,A.J. Lawson,1630639
0022300487,2024-01-05,DAL vs. POR,W,25,4,8,1,4,5,6,5,2,2,2,0,14,21,A.J. Lawson,1630639
0022300515,2024-01-09,DAL vs. MEM,L,5,1,3,1,2,0,0,2,0,0,0,0,3,-3,A.J. Lawson,1630639
0022300547,2024-01-13,DAL vs. NOP,L,6,1,3,0,1,1,1,1,1,1,0,0,3,4,A.J. Lawson,1630639
0022300556,2024-01-15,DAL vs. NOP,W,14,1,3,1,2,0,0,1,0,0,0,1,3,-1,A.J. Lawson,1630639
0022300577,2024-01-17,DAL @ LAL,L,5,1,1,0,0,0,0,0,0,0,0,0,2,6,A.J. Lawson,1630639
0022300625,2024-01-24,DAL vs. PHX,L,5,1,3,1,2,0,0,1,1,0,0,0,3,0,A.J. Lawson,1630639
0022300651,2024-01-27,DAL vs. SAC,L,4,1,2,0,1,0,0,0,1,1,0,0,2,-9,A.J. Lawson,1630639
0022300680,2024-01-31,DAL @ MIN,L,15,1,5,0,2,1,2,2,1,0,0,1,3,-5,A.J. Lawson,1630639
0022300715,2024-02-05,DAL @ PHI,W,5,3,3,0,0,0,2,0,0,0,0,0,6,0,A.J. Lawson,1630639
0022300736,2024-02-08,DAL @ NYK,W,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,A.J. Lawson,1630639
0022300748,2024-02-10,DAL vs. OKC,W,6,2,4,1,2,0,0,2,0,0,0,0,5,0,A.J. Lawson,1630639
0022300768,2024-02-12,DAL vs. WAS,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A.J. Lawson,1630639
0022300785,2024-02-14,DAL vs. SAS,W,5,0,1,0,0,0,0,2,0,0,0,0,0,-2,A.J. Lawson,1630639
0022300844,2024-02-28,DAL @ TOR,W,1,1,1,0,0,0,0,1,0,0,0,0,2,-1,A.J. Lawson,1630639
0022300892,2024-03-05,DAL vs. IND,L,2,1,1,0,0,0,0,0,0,0,0,0,2,1,A.J. Lawson,1630639
0022300919,2024-03-09,DAL @ DET,W,3,1,1,0,0,0,0,0,0,0,0,0,2,-2,A.J. Lawson,1630639
0022300935,2024-03-11,DAL @ CHI,W,6,1,5,0,2,1,2,1,1,0,1,0,3,2,A.J. Lawson,1630639
0022300952,2024-03-13,DAL vs. GSW,W,2,0,0,0,0,0,0,0,0,0,0,0,0,-4,A.J. Lawson,1630639
0022301008,2024-03-21,DAL vs. UTA,W,1,1,2,0,0,0,0,0,0,0,0,0,2,0,A.J. Lawson,1630639
0022301041,2024-03-25,DAL @ UTA,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A.J. Lawson,1630639
0022301047,2024-03-26,DAL @ SAC,W,5,3,3,0,0,0,0,1,0,0,0,0,6,7,A.J. Lawson,1630639
0022301083,2024-03-31,DAL @ HOU,W,2,0,1,0,0,0,0,1,0,0,0,0,0,1,A.J. Lawson,1630639
0022301124,2024-04-04,DAL vs. ATL,W,1,0,0,0,0,0,0,1,0,0,0,0,0,2,A.J. Lawson,1630639
0022301097,2024-04-05,DAL vs. GSW,W,5,0,2,0,1,0,0,0,1,0,0,0,0,-1,A.J. Lawson,1630639
0022301144,2024-04-09,DAL @ CHA,W,4,1,2,0,0,0,0,0,0,1,0,0,2,2,A.J. Lawson,1630639
0022301161,2024-04-10,DAL @ MIA,W,2,0,0,0,0,0,0,2,1,0,0,0,0,4,A.J. Lawson,1630639
0022301181,2024-04-12,DAL vs. DET,L,22,1,6,0,2,0,0,6,2,2,0,0,2,-4,A.J. Lawson,1630639
0022301196,2024-04-14,DAL @ OKC,L,24,5,13,0,5,2,2,5,2,1,0,0,12,-18,A.J. Lawson,1630639
0022300097,2023-10-29,MIL vs. ATL,L,6,2,2,2,2,1,1,1,0,0,0,0,7,10,AJ Green,1631260
0022300107,2023-10-30,MIL vs. MIA,W,15,0,4,0,3,0,0,0,2,0,0,0,0,8,AJ Green,1631260
0022300116,2023-11-01,MIL @ TOR,L,6,1,1,0,0,0,0,1,1,0,0,0,2,6,AJ Green,1631260
0022300173,2023-11-11,MIL @ ORL,L,9,1,3,1,3,0,0,2,3,0,0,0,3,5,AJ Green,1631260
0022300195,2023-11-15,MIL @ TOR,W,7,0,1,0,1,0,0,0,0,0,0,0,0,-20,AJ Green,1631260
0022300027,2023-11-17,MIL @ CHA,W,3,2,3,2,3,0,0,1,0,0,0,0,6,11,AJ Green,1631260
0022300205,2023-11-18,MIL vs. DAL,W,11,3,5,2,4,0,0,0,1,0,0,0,8,7,AJ Green,1631260
0022300219,2023-11-20,MIL @ WAS,W,15,1,4,0,3,0,0,2,1,0,0,0,2,-9,AJ Green,1631260
0022300049,2023-11-24,MIL vs. WAS,W,4,1,4,1,4,0,0,0,0,0,0,0,3,-2,AJ Green,1631260
0022300245,2023-11-26,MIL vs. POR,W,4,0,2,0,2,0,0,1,0,0,0,0,0,-9,AJ Green,1631260
0022300056,2023-11-28,MIL @ MIA,W,2,0,1,0,1,0,0,0,0,0,0,0,0,-2,AJ Green,1631260
0022300286,2023-12-02,MIL vs. ATL,W,9,0,0,0,0,0,0,1,0,0,0,0,0,9,AJ Green,1631260
0022301201,2023-12-05,MIL vs. NYK,W,15,3,4,3,4,0,0,0,1,0,0,0,9,8,AJ Green,1631260
0022301229,2023-12-07,MIL vs. IND,L,4,0,1,0,0,0,0,0,0,0,0,0,0,-1,AJ Green,1631260
0022300300,2023-12-11,MIL vs. CHI,W,14,4,6,4,5,0,0,5,3,0,0,0,12,0,AJ Green,1631260
0022300315,2023-12-13,MIL vs. IND,W,1,0,0,0,0,0,0,0,0,0,0,0,0,-9,AJ Green,1631260
0022300334,2023-12-16,MIL vs. DET,W,20,3,6,3,6,0,0,1,1,0,0,0,9,22,AJ Green,1631260
0022300346,2023-12-17,MIL vs. HOU,W,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,AJ Green,1631260
0022300361,2023-12-19,MIL vs. SAS,W,2,0,1,0,1,0,0,0,0,0,0,0,0,-2,AJ Green,1631260
0022300388,2023-12-23,MIL @ NYK,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AJ Green,1631260
0022300417,2023-12-27,MIL @ BKN,W,4,1,2,1,2,0,0,1,0,0,0,0,3,7,AJ Green,1631260
0022300496,2024-01-06,MIL @ HOU,L,3,0,0,0,0,0,0,0,0,0,0,0,0,6,AJ Green,1631260
0022300510,2024-01-08,MIL vs. UTA,L,11,3,4,2,3,0,0,1,0,0,0,0,8,-15,AJ Green,1631260
0022300528,2024-01-11,MIL vs. BOS,W,9,3,6,2,5,1,1,2,2,0,0,1,9,1,AJ Green,1631260
0022300552,2024-01-14,MIL vs. SAC,W,18,1,5,1,4,2,2,0,0,0,0,0,5,-4,AJ Green,1631260
0022300572,2024-01-17,MIL @ CLE,L,13,1,5,1,4,0,0,2,1,0,0,0,3,2,AJ Green,1631260
0022300624,2024-01-24,MIL vs. CLE,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,AJ Green,1631260
0022300648,2024-01-27,MIL vs. NOP,W,4,1,3,1,3,0,0,1,0,1,0,0,3,-8,AJ Green,1631260
0022300702,2024-02-03,MIL @ DAL,W,6,2,2,1,1,0,0,0,0,0,0,0,5,16,AJ Green,1631260
0022300711,2024-02-04,MIL @ UTA,L,22,3,6,3,6,1,1,5,0,0,0,0,10,3,AJ Green,1631260
0022300725,2024-02-06,MIL @ PHX,L,13,0,4,0,4,0,0,1,0,0,0,0,0,-4,AJ Green,1631260
0022300738,2024-02-08,MIL vs. MIN,L,22,9,11,7,8,2,2,2,3,1,0,0,27,-7,AJ Green,1631260
0022300745,2024-02-09,MIL vs. CHA,W,18,1,9,1,9,0,0,4,0,0,1,0,3,-3,AJ Green,1631260
0022300767,2024-02-12,MIL vs. DEN,W,15,3,5,3,5,0,0,0,1,0,0,0,9,7,AJ Green,1631260
0022300773,2024-02-13,MIL vs. MIA,L,15,1,7,1,6,1,1,3,0,1,1,1,4,-1,AJ Green,1631260
0022300790,2024-02-15,MIL @ MEM,L,14,2,4,2,4,0,0,1,1,1,1,0,6,0,AJ Green,1631260
0022300817,2024-02-25,MIL @ PHI,W,4,1,1,1,1,0,0,0,0,0,0,0,3,-4,AJ Green,1631260
0022300840,2024-02-27,MIL vs. CHA,W,13,3,5,2,4,0,0,1,0,0,0,0,8,-11,AJ Green,1631260
0022300849,2024-02-29,MIL @ CHA,W,5,0,1,0,0,0,0,1,0,1,0,0,0,-6,AJ Green,1631260
0022300864,2024-03-01,MIL @ CHI,W,9,2,3,1,2,2,3,2,1,0,0,0,7,8,AJ Green,1631260
0022300880,2024-03-04,MIL vs. LAC,W,22,2,4,2,4,0,0,2,3,1,0,0,6,14,AJ Green,1631260
0022300899,2024-03-06,MIL @ GSW,L,13,1,6,0,5,0,0,1,1,1,0,0,2,-21,AJ Green,1631260
0022300945,2024-03-12,MIL @ SAC,L,17,1,6,1,4,0,0,1,1,0,0,0,3,-17,AJ Green,1631260
0022300958,2024-03-14,MIL vs. PHI,W,28,4,8,3,7,3,3,5,0,0,1,0,14,1,AJ Green,1631260
0022300976,2024-03-17,MIL vs. PHX,W,15,1,1,1,1,2,2,1,0,0,1,0,5,11,AJ Green,1631260
0022300998,2024-03-20,MIL @ BOS,L,8,0,2,0,1,0,0,0,0,0,0,0,0,14,AJ Green,1631260
0022301007,2024-03-21,MIL vs. BKN,W,14,5,7,5,7,0,0,2,0,1,0,0,15,4,AJ Green,1631260
0022301045,2024-03-26,MIL vs. LAL,L,12,0,2,0,2,0,0,2,0,0,1,0,0,4,AJ Green,1631260
0022301061,2024-03-28,MIL @ NOP,L,2,0,1,0,1,0,0,0,0,0,0,0,0,4,AJ Green,1631260
0022301076,2024-03-30,MIL @ ATL,W,11,1,3,0,2,0,0,0,0,0,0,1,2,1,AJ Green,1631260
0022301095,2024-04-02,MIL @ WAS,L,14,2,4,2,4,0,0,0,1,1,0,0,6,3,AJ Green,1631260
0022301107,2024-04-03,MIL vs. MEM,L,21,3,7,3,6,0,1,4,2,1,1,1,9,-7,AJ Green,1631260
0022301122,2024-04-05,MIL vs. TOR,L,23,2,5,2,5,0,0,3,0,1,0,0,6,2,AJ Green,1631260
0022301139,2024-04-07,MIL vs. NYK,L,13,1,3,0,2,0,0,0,0,0,1,0,2,1,AJ Green,1631260
0022301148,2024-04-09,MIL vs. BOS,W,19,2,3,2,3,0,0,1,0,0,0,0,6,6,AJ Green,1631260
0022301162,2024-04-10,MIL vs. ORL,W,16,0,3,0,2,2,2,0,0,1,1,0,2,14,AJ Green,1631260
0022300061,2023-10-24,DEN vs. LAL,W,35,7,11,1,2,0,0,7,5,0,2,1,15,6,Aaron Gordon,203932
0022300078,2023-10-27,DEN @ MEM,W,30,5,11,0,1,0,1,2,3,1,3,1,10,8,Aaron Gordon,203932
0022300095,2023-10-29,DEN @ OKC,W,23,4,7,0,1,1,3,3,2,1,1,3,9,22,Aaron Gordon,203932
0022300110,2023-10-30,DEN vs. UTA,W,33,10,12,0,0,1,4,7,2,3,0,0,21,8,Aaron Gordon,203932
0022300123,2023-11-01,DEN @ MIN,L,18,2,3,0,1,0,0,2,2,2,0,1,4,-13,Aaron Gordon,203932
0022300006,2023-11-03,DEN vs. DAL,W,35,8,17,2,6,0,0,8,6,4,2,1,18,22,Aaron Gordon,203932
0022300139,2023-11-04,DEN vs. CHI,W,35,4,9,1,3,6,8,12,5,3,2,1,15,26,Aaron Gordon,203932
0022300156,2023-11-06,DEN vs. NOP,W,36,7,11,0,2,1,2,12,6,2,0,1,15,8,Aaron Gordon,203932
0022300169,2023-11-08,DEN vs. GSW,W,34,5,14,1,2,3,4,11,3,2,3,1,14,12,Aaron Gordon,203932
0022300182,2023-11-12,DEN @ HOU,L,39,6,10,1,2,3,6,8,5,2,0,2,16,8,Aaron Gordon,203932
0022300024,2023-11-14,DEN vs. LAC,W,39,8,12,1,2,3,3,5,5,3,0,0,20,2,Aaron Gordon,203932
0022300034,2023-11-17,DEN @ NOP,L,39,7,14,0,4,0,3,8,2,0,1,0,14,1,Aaron Gordon,203932
0022300210,2023-11-19,DEN @ CLE,L,32,4,11,0,2,3,6,4,5,1,1,2,11,-18,Aaron Gordon,203932
0022300218,2023-11-20,DEN @ DET,W,37,4,11,0,1,3,4,9,7,2,1,0,11,-2,Aaron Gordon,203932
0022300226,2023-11-22,DEN @ ORL,L,37,7,16,1,3,0,2,10,1,2,2,0,15,4,Aaron Gordon,203932
0022300048,2023-11-24,DEN @ HOU,L,39,0,12,0,4,2,4,7,2,1,0,0,2,-9,Aaron Gordon,203932
0022300290,2023-12-02,DEN @ SAC,L,33,8,13,1,3,0,0,7,3,1,0,1,17,-11,Aaron Gordon,203932
0022301215,2023-12-06,DEN @ LAC,L,31,4,9,0,0,0,0,6,2,0,2,0,8,6,Aaron Gordon,203932
0022301224,2023-12-08,DEN vs. HOU,L,22,1,5,0,2,1,5,6,3,1,0,0,3,-12,Aaron Gordon,203932
0022300296,2023-12-11,DEN @ ATL,W,29,7,10,0,0,4,5,12,1,2,0,0,18,9,Aaron Gordon,203932
0022300307,2023-12-12,DEN @ CHI,W,32,6,13,1,2,1,2,7,6,0,0,0,14,8,Aaron Gordon,203932
0022300322,2023-12-14,DEN vs. BKN,W,24,6,9,0,1,1,1,3,2,2,1,1,13,16,Aaron Gordon,203932
0022300340,2023-12-16,DEN vs. OKC,L,33,5,10,0,0,6,7,9,5,0,2,0,16,-7,Aaron Gordon,203932
0022300356,2023-12-18,DEN vs. DAL,W,24,7,9,2,3,5,6,5,5,0,1,0,21,18,Aaron Gordon,203932
0022300369,2023-12-20,DEN @ TOR,W,30,6,9,0,1,0,0,5,2,1,0,0,12,14,Aaron Gordon,203932
0022300383,2023-12-22,DEN @ BKN,W,32,5,6,0,0,8,9,5,2,1,1,0,18,19,Aaron Gordon,203932
0022300390,2023-12-23,DEN @ CHA,W,32,5,11,0,0,4,5,2,1,2,1,1,14,12,Aaron Gordon,203932
0022300402,2023-12-25,DEN vs. GSW,W,32,7,10,1,4,1,4,10,3,2,1,0,16,13,Aaron Gordon,203932
0022300455,2024-01-01,DEN vs. CHA,W,25,4,5,1,1,1,2,2,0,0,1,1,10,29,Aaron Gordon,203932
0022300478,2024-01-04,DEN @ GSW,W,35,11,17,2,4,6,7,9,2,0,0,1,30,6,Aaron Gordon,203932
0022300488,2024-01-05,DEN vs. ORL,L,36,5,8,2,4,4,5,8,3,1,0,0,16,-4,Aaron Gordon,203932
0022300502,2024-01-07,DEN vs. DET,W,20,3,4,0,0,2,2,1,1,0,1,0,8,10,Aaron Gordon,203932
0022300524,2024-01-10,DEN @ UTA,L,29,5,6,2,2,0,0,5,4,2,1,0,12,-20,Aaron Gordon,203932
0022300539,2024-01-12,DEN vs. NOP,W,31,7,12,0,2,1,3,5,2,2,0,0,15,9,Aaron Gordon,203932
0022300550,2024-01-14,DEN vs. IND,W,37,7,10,0,1,6,8,10,3,2,0,0,20,17,Aaron Gordon,203932
0022300566,2024-01-16,DEN @ PHI,L,39,7,11,0,1,2,6,6,4,2,0,0,16,0,Aaron Gordon,203932
0022300586,2024-01-19,DEN @ BOS,W,42,0,6,0,3,2,3,10,3,1,0,1,2,1,Aaron Gordon,203932
0022300602,2024-01-21,DEN @ WAS,W,31,4,10,0,0,3,7,10,2,1,1,3,11,12,Aaron Gordon,203932
0022300614,2024-01-23,DEN @ IND,W,32,3,5,0,1,3,3,1,1,0,0,2,9,5,Aaron Gordon,203932
0022300631,2024-01-25,DEN @ NYK,L,30,5,10,0,1,2,2,5,2,1,1,0,12,-28,Aaron Gordon,203932
0022300644,2024-01-27,DEN vs. PHI,W,31,6,8,2,3,4,6,4,2,1,1,0,18,6,Aaron Gordon,203932
0022300667,2024-01-29,DEN vs. MIL,W,25,2,6,1,2,3,4,6,2,2,0,1,8,-9,Aaron Gordon,203932
0022300682,2024-01-31,DEN @ OKC,L,39,7,16,1,3,1,6,13,7,1,1,4,16,7,Aaron Gordon,203932
0022300697,2024-02-02,DEN vs. POR,W,28,7,9,1,1,3,3,4,5,3,0,0,18,20,Aaron Gordon,203932
0022300712,2024-02-04,DEN vs. POR,W,30,4,8,0,1,4,4,7,2,0,0,0,12,-3,Aaron Gordon,203932
0022300740,2024-02-08,DEN @ LAL,W,32,5,8,0,2,1,2,4,3,1,2,1,11,18,Aaron Gordon,203932
0022300746,2024-02-09,DEN @ SAC,L,27,5,8,1,2,3,6,3,2,2,0,1,14,-28,Aaron Gordon,203932
0022300767,2024-02-12,DEN @ MIL,L,28,6,11,2,4,0,0,7,2,1,1,2,14,1,Aaron Gordon,203932
0022300786,2024-02-14,DEN vs. SAC,L,33,8,15,1,2,8,8,15,2,4,0,0,25,1,Aaron Gordon,203932
0022300800,2024-02-22,DEN vs. WAS,W,21,7,12,0,2,3,3,2,4,3,1,0,17,20,Aaron Gordon,203932
0022300812,2024-02-23,DEN @ POR,W,28,4,5,0,1,0,2,2,7,3,2,1,8,23,Aaron Gordon,203932
0022300824,2024-02-25,DEN @ GSW,W,33,7,10,0,3,3,5,6,2,2,3,1,17,21,Aaron Gordon,203932
0022300847,2024-02-28,DEN vs. SAC,W,24,7,8,0,1,3,4,6,6,0,0,0,17,40,Aaron Gordon,203932
0022300855,2024-02-29,DEN vs. MIA,W,37,5,8,0,0,6,6,9,3,4,3,1,16,-2,Aaron Gordon,203932
0022300869,2024-03-02,DEN @ LAL,W,35,8,16,1,4,1,1,9,5,1,1,0,18,10,Aaron Gordon,203932
0022300893,2024-03-05,DEN vs. PHX,L,34,3,10,1,3,0,1,3,3,1,0,0,7,-22,Aaron Gordon,203932
0022300906,2024-03-07,DEN vs. BOS,W,34,8,15,0,2,0,0,9,1,0,1,0,16,-6,Aaron Gordon,203932
0022300922,2024-03-09,DEN vs. UTA,W,20,3,3,0,0,1,1,2,7,3,2,0,7,19,Aaron Gordon,203932
0022300937,2024-03-11,DEN vs. TOR,W,31,8,9,1,2,2,3,2,1,1,0,0,19,-1,Aaron Gordon,203932
0022300949,2024-03-13,DEN @ MIA,W,33,6,11,1,4,3,6,8,4,1,0,0,16,17,Aaron Gordon,203932
0022300965,2024-03-15,DEN @ SAS,W,25,3,3,0,0,1,2,3,7,1,0,0,7,3,Aaron Gordon,203932
0022300978,2024-03-17,DEN @ DAL,L,34,4,7,0,2,3,4,8,4,0,0,1,11,12,Aaron Gordon,203932
0022300995,2024-03-19,DEN @ MIN,W,32,5,10,0,0,4,5,11,2,4,0,0,14,-14,Aaron Gordon,203932
0022301009,2024-03-21,DEN vs. NYK,W,35,5,9,0,0,0,1,4,8,0,1,0,10,22,Aaron Gordon,203932
0022301026,2024-03-23,DEN @ POR,W,37,8,21,0,2,6,8,12,5,1,0,3,22,-6,Aaron Gordon,203932
0022301059,2024-03-27,DEN vs. PHX,L,36,7,14,1,3,3,3,6,2,2,0,0,18,6,Aaron Gordon,203932
0022301071,2024-03-29,DEN vs. MIN,L,31,5,9,2,4,2,4,7,4,4,0,0,14,-5,Aaron Gordon,203932
0022301077,2024-03-31,DEN vs. CLE,W,29,3,7,1,3,1,2,8,5,2,1,0,8,18,Aaron Gordon,203932
0022301099,2024-04-02,DEN vs. SAS,W,33,9,12,2,4,3,3,7,4,0,1,1,23,11,Aaron Gordon,203932
0022301114,2024-04-04,DEN @ LAC,L,36,5,10,0,2,8,14,6,7,1,1,2,18,1,Aaron Gordon,203932
0022301164,2024-04-10,DEN vs. MIN,W,28,2,7,0,2,1,2,5,9,2,1,0,5,9,Aaron Gordon,203932
0022301180,2024-04-12,DEN @ SAS,L,29,6,6,1,1,0,0,4,4,0,1,0,13,1,Aaron Gordon,203932
0022301193,2024-04-14,DEN @ MEM,W,26,4,6,0,1,7,8,5,5,1,0,1,15,25,Aaron Gordon,203932
0022300066,2023-10-25,HOU @ ORL,L,5,0,3,0,1,0,0,0,0,0,0,0,0,-9,Aaron Holiday,1628988
0022300122,2023-11-01,HOU vs. CHA,W,11,2,2,2,2,0,0,1,1,1,0,0,6,-1,Aaron Holiday,1628988
0022300137,2023-11-04,HOU vs. SAC,W,19,0,4,0,2,0,0,3,0,1,0,0,0,-1,Aaron Holiday,1628988
0022300153,2023-11-06,HOU vs. SAC,W,21,6,6,0,0,1,1,3,1,2,1,0,13,16,Aaron Holiday,1628988
0022300163,2023-11-08,HOU vs. LAL,W,23,3,6,1,2,0,0,2,3,0,0,0,7,12,Aaron Holiday,1628988
0022300011,2023-11-10,HOU vs. NOP,W,14,1,5,1,3,2,2,0,2,0,1,0,5,8,Aaron Holiday,1628988
0022300182,2023-11-12,HOU vs. DEN,W,17,2,8,1,5,0,0,2,2,0,0,0,5,8,Aaron Holiday,1628988
0022300037,2023-11-17,HOU @ LAC,L,18,2,3,1,2,0,0,1,2,0,1,0,5,9,Aaron Holiday,1628988
0022300216,2023-11-19,HOU @ LAL,L,15,0,3,0,2,0,0,0,5,1,0,0,0,2,Aaron Holiday,1628988
0022300224,2023-11-20,HOU @ GSW,L,28,4,5,3,4,2,3,4,1,0,4,0,13,8,Aaron Holiday,1628988
0022300231,2023-11-22,HOU vs. MEM,W,17,3,6,1,4,0,0,3,2,0,0,0,7,2,Aaron Holiday,1628988
0022300048,2023-11-24,HOU vs. DEN,W,15,3,4,1,1,0,0,0,0,0,1,1,7,2,Aaron Holiday,1628988
0022300059,2023-11-28,HOU @ DAL,L,21,3,8,2,4,0,0,4,4,1,0,0,8,-6,Aaron Holiday,1628988
0022300263,2023-11-29,HOU @ DEN,L,35,4,10,0,5,1,1,3,5,0,0,0,9,-16,Aaron Holiday,1628988
0022300291,2023-12-02,HOU @ LAL,L,14,5,6,1,2,0,0,1,3,0,0,0,11,6,Aaron Holiday,1628988
0022301212,2023-12-06,HOU vs. OKC,W,27,8,13,6,7,0,0,6,4,0,1,0,22,-5,Aaron Holiday,1628988
0022301224,2023-12-08,HOU @ DEN,W,16,3,5,2,2,0,1,1,1,2,0,0,8,19,Aaron Holiday,1628988
0022300298,2023-12-11,HOU vs. SAS,W,15,1,6,1,5,4,4,2,0,0,0,0,7,14,Aaron Holiday,1628988
0022300314,2023-12-13,HOU vs. MEM,W,14,2,6,2,3,0,0,0,2,1,0,1,6,-9,Aaron Holiday,1628988
0022300332,2023-12-15,HOU @ MEM,W,19,1,5,1,3,1,1,2,0,0,1,1,4,7,Aaron Holiday,1628988
0022300346,2023-12-17,HOU @ MIL,L,13,0,3,0,1,0,0,1,2,2,1,0,0,-3,Aaron Holiday,1628988
0022300349,2023-12-18,HOU @ CLE,L,17,5,9,2,5,2,2,2,0,0,0,0,14,3,Aaron Holiday,1628988
0022300371,2023-12-20,HOU vs. ATL,L,26,3,8,2,5,0,0,2,0,2,0,0,8,2,Aaron Holiday,1628988
0022300385,2023-12-22,HOU vs. DAL,W,15,1,3,1,3,0,0,3,0,2,0,0,3,-5,Aaron Holiday,1628988
0022300392,2023-12-23,HOU @ NOP,W,15,1,2,1,2,2,2,1,1,1,1,0,5,2,Aaron Holiday,1628988
0022300409,2023-12-26,HOU vs. IND,L,25,6,10,3,6,0,0,3,1,1,1,0,15,9,Aaron Holiday,1628988
0022300418,2023-12-27,HOU vs. PHX,L,24,4,13,3,8,2,2,2,2,2,0,0,13,-3,Aaron Holiday,1628988
0022300434,2023-12-29,HOU vs. PHI,L,15,2,6,0,2,0,0,2,3,3,2,0,4,-5,Aaron Holiday,1628988
0022300453,2024-01-01,HOU vs. DET,W,11,0,3,0,1,0,0,3,4,0,0,0,0,8,Aaron Holiday,1628988
0022300469,2024-01-03,HOU vs. BKN,W,14,1,5,1,3,0,0,1,3,1,0,0,3,-5,Aaron Holiday,1628988
0022300485,2024-01-05,HOU vs. MIN,L,19,2,3,1,1,0,0,2,2,0,0,0,5,-14,Aaron Holiday,1628988
0022300496,2024-01-06,HOU vs. MIL,W,21,4,7,3,5,0,0,1,0,2,0,0,11,3,Aaron Holiday,1628988
0022300509,2024-01-08,HOU @ MIA,L,23,2,6,1,5,3,3,4,1,0,1,0,8,10,Aaron Holiday,1628988
0022300523,2024-01-10,HOU @ CHI,L,11,1,3,0,1,2,2,2,0,2,2,0,4,-1,Aaron Holiday,1628988
0022300534,2024-01-12,HOU @ DET,W,3,0,0,0,0,0,0,1,0,0,0,0,0,-9,Aaron Holiday,1628988
0022300542,2024-01-13,HOU @ BOS,L,9,2,6,0,3,1,2,0,1,0,0,0,5,-13,Aaron Holiday,1628988
0022300555,2024-01-15,HOU @ PHI,L,6,0,1,0,1,0,0,1,1,0,0,0,0,-5,Aaron Holiday,1628988
0022300573,2024-01-17,HOU @ NYK,L,4,0,0,0,0,0,0,1,1,0,0,0,0,4,Aaron Holiday,1628988
0022300598,2024-01-20,HOU vs. UTA,W,9,2,2,0,0,2,2,0,0,0,3,0,6,-1,Aaron Holiday,1628988
0022300603,2024-01-21,HOU vs. BOS,L,27,5,8,2,5,0,0,4,5,2,1,0,12,5,Aaron Holiday,1628988
0022300623,2024-01-24,HOU vs. POR,L,30,2,4,2,3,6,6,3,2,0,1,0,12,4,Aaron Holiday,1628988
0022300635,2024-01-26,HOU @ CHA,W,19,4,6,2,4,0,0,1,6,2,0,0,10,12,Aaron Holiday,1628988
0022300645,2024-01-27,HOU @ BKN,L,18,3,6,0,0,0,0,3,1,2,0,0,6,1,Aaron Holiday,1628988
0022300679,2024-01-31,HOU vs. NOP,L,17,0,4,0,4,0,0,1,1,0,0,0,0,9,Aaron Holiday,1628988
0022300692,2024-02-02,HOU vs. TOR,W,12,1,2,1,2,0,0,0,2,2,1,0,3,-1,Aaron Holiday,1628988
0022300709,2024-02-04,HOU @ MIN,L,16,1,3,0,1,3,3,2,2,1,2,0,5,10,Aaron Holiday,1628988
0022300719,2024-02-06,HOU @ IND,L,20,3,3,2,2,0,0,2,5,1,0,0,8,-10,Aaron Holiday,1628988
